date,sales_1,sales_2,sales_3,sales_4,sales_5,sales_6,sales_7,sales_8,sales_9,sales_10,sales_11,sales_12,sales_13,sales_14,sales_15,sales_16,sales_17,sales_18,sales_19,sales_20,sales_21,sales_22,sales_23,sales_24,sales_25,sales_26,sales_27,sales_28,sales_29,sales_30,sales_31,sales_32,sales_33,sales_34,sales_35,sales_36,sales_37,sales_38,sales_39,sales_40,sales_41,sales_42,sales_43,sales_44,sales_45,sales_46,sales_47,sales_48,sales_49,sales_50
5/7/2013,15,43,29,16,17,53,60,75,29,59,49,62,65,52,74,26,27,71,33,38,27,70,18,39,52,39,23,55,49,25,35,45,51,17,47,57,20,54,31,18,25,39,50,23,68,53,17,31,25,50
5/8/2013,14,45,17,24,16,52,50,64,44,65,58,43,70,57,84,28,29,68,35,39,35,60,21,58,65,38,9,68,45,28,34,33,55,22,65,55,21,60,31,20,11,26,44,25,75,44,14,54,17,48
5/9/2013,11,46,23,23,20,35,37,76,49,73,65,61,75,48,75,16,35,67,37,34,32,53,30,46,79,23,16,89,61,36,46,36,66,30,47,53,22,80,31,29,15,40,40,20,67,33,21,37,26,61
5/10/2013,16,58,42,24,10,54,51,86,45,50,67,73,77,38,79,38,28,79,34,46,44,63,26,66,68,41,25,79,62,39,54,38,76,26,64,54,22,87,32,18,22,42,43,31,70,47,28,41,22,59
5/11/2013,19,63,34,28,21,49,60,83,56,63,69,70,73,56,81,37,33,77,42,47,34,75,26,52,63,39,16,71,70,32,47,36,82,25,67,77,24,71,31,26,19,32,53,26,66,54,20,49,23,64
5/12/2013,13,53,38,17,15,61,60,91,38,58,79,69,80,58,104,19,21,93,35,51,34,86,44,64,75,42,16,78,78,34,53,43,71,32,78,59,28,86,38,31,18,47,46,33,87,57,25,44,30,67
5/13/2013,9,49,17,14,5,37,47,48,40,50,34,50,49,34,66,15,19,57,28,21,30,46,21,38,55,29,12,64,49,25,42,38,45,15,48,53,21,52,27,25,11,34,34,23,57,41,15,33,19,34
5/14/2013,13,35,26,16,12,35,44,65,37,52,59,55,90,44,69,28,15,69,29,44,33,60,14,49,56,40,15,63,64,30,50,29,51,17,66,65,30,63,35,23,17,22,39,17,65,39,12,42,19,57
5/15/2013,16,43,34,24,23,53,62,62,42,39,48,56,65,43,68,18,28,56,23,43,27,73,23,51,69,51,18,84,63,25,49,33,62,20,43,57,24,68,33,14,15,30,42,17,60,59,15,43,28,50
5/16/2013,15,49,34,24,19,42,54,65,35,67,54,54,66,44,70,20,33,78,33,27,28,74,17,50,62,36,17,83,78,35,49,33,71,18,64,60,28,69,43,23,18,39,58,25,58,47,17,31,27,50
5/17/2013,16,45,34,22,18,74,61,76,47,62,66,59,73,55,89,18,33,91,34,50,33,74,34,53,80,31,24,81,62,32,45,36,69,27,74,68,22,68,57,22,28,43,52,24,71,44,17,50,15,61
5/18/2013,20,53,36,27,18,47,58,73,50,73,71,59,65,60,87,17,33,83,35,37,44,64,37,63,76,62,22,83,55,62,48,58,71,24,76,60,29,87,54,28,25,44,53,27,75,58,30,51,29,50
5/19/2013,19,53,41,28,21,45,62,87,62,76,77,75,79,63,84,33,22,95,47,53,35,78,22,56,81,49,21,92,58,37,67,34,78,20,70,68,18,87,58,43,18,36,53,36,93,72,26,47,32,56
5/20/2013,14,38,16,12,12,51,48,54,30,53,44,39,54,48,47,17,24,61,21,31,27,65,20,49,41,37,18,49,38,29,48,33,52,14,38,44,19,55,26,30,10,31,36,17,56,46,16,38,20,51
5/21/2013,24,53,35,19,10,43,41,69,42,50,48,44,63,46,61,14,19,76,31,41,17,66,19,53,63,48,22,77,45,33,42,24,56,19,60,65,30,78,30,24,21,31,34,28,49,61,8,45,22,45
5/22/2013,23,38,24,21,22,42,46,63,42,57,57,49,64,51,69,21,21,82,42,39,44,76,15,51,62,31,14,65,61,23,58,26,65,17,43,79,30,50,37,27,15,23,47,27,64,57,19,40,26,54
5/23/2013,14,69,39,20,24,56,48,58,32,62,63,43,81,48,80,26,35,84,34,36,36,76,23,68,67,40,16,66,75,32,49,42,63,29,57,59,25,71,31,23,22,28,42,18,69,49,24,55,38,61
5/24/2013,24,48,43,24,20,51,57,71,61,75,69,63,73,69,69,30,27,80,32,47,35,70,12,52,69,45,29,93,49,29,49,43,59,25,67,69,23,71,41,18,21,29,46,24,80,54,18,51,33,59
5/25/2013,25,45,34,12,21,59,59,56,38,64,69,64,92,47,77,26,35,94,32,50,46,80,32,67,88,53,15,93,66,37,53,37,63,31,68,78,29,84,37,35,27,32,46,31,73,59,21,53,25,64
5/26/2013,27,64,34,26,14,59,68,83,56,78,74,73,102,56,108,30,37,87,47,58,38,88,24,69,82,38,23,75,87,37,61,29,61,22,78,78,32,91,51,36,21,45,63,36,81,59,15,64,33,68
5/27/2013,7,38,26,13,14,54,34,37,35,57,38,40,76,39,68,17,29,54,28,36,30,47,12,43,57,38,19,61,50,32,40,36,43,22,47,49,21,48,34,24,13,24,31,21,55,40,20,34,12,44
5/28/2013,12,48,29,18,15,48,56,52,39,48,41,50,77,42,67,16,23,65,35,35,28,50,21,52,72,39,19,72,53,28,42,31,63,24,56,72,18,67,40,30,8,29,44,21,73,38,15,44,20,64
5/29/2013,10,44,33,18,13,48,49,73,37,49,65,53,61,52,75,21,30,82,27,35,34,62,34,45,56,25,25,70,53,34,32,25,63,21,51,62,14,67,43,26,17,26,47,34,59,45,20,31,18,51
5/30/2013,19,48,38,22,14,37,49,72,50,45,55,64,74,51,78,18,30,71,30,35,46,66,28,41,57,45,21,78,60,29,42,43,49,22,55,67,33,91,38,17,22,26,43,27,70,44,15,45,32,52
5/31/2013,27,58,36,24,13,43,53,60,44,59,67,55,69,58,71,32,27,66,36,52,29,79,29,69,54,46,21,89,73,38,64,28,65,21,49,84,23,83,46,36,29,29,53,22,80,58,27,43,16,55
6/1/2013,26,55,34,21,18,57,64,93,37,86,70,60,91,67,102,23,28,86,36,43,27,75,31,63,79,43,29,94,67,39,56,41,80,37,81,81,24,71,46,35,21,33,50,22,78,52,16,46,32,85
6/2/2013,22,51,34,29,18,77,52,83,59,65,71,85,93,71,120,29,39,87,30,48,44,82,27,72,79,52,29,94,74,48,55,46,65,28,63,62,24,86,50,29,13,47,58,34,83,54,21,57,35,62
6/3/2013,12,43,26,22,17,40,39,59,42,41,52,36,73,42,68,14,27,62,24,41,40,52,24,46,71,36,10,75,49,24,44,30,46,23,40,44,19,62,31,18,12,22,32,21,61,33,19,38,20,52
6/4/2013,15,41,32,18,12,55,47,72,54,60,61,51,68,50,71,16,30,74,27,30,37,55,23,53,70,33,24,83,56,29,48,31,59,13,62,65,23,63,35,25,30,30,50,26,74,49,17,50,26,61
6/5/2013,24,67,29,19,10,57,37,56,43,65,73,48,65,37,81,24,28,62,36,35,47,70,27,52,58,44,20,65,58,26,42,30,63,17,46,62,18,70,38,28,28,29,43,29,75,40,18,45,24,47
6/6/2013,9,43,29,22,20,48,62,90,44,67,73,64,74,34,88,15,20,75,27,25,23,68,28,66,79,44,23,71,64,40,56,33,59,24,62,67,23,67,44,27,19,35,40,32,86,62,19,39,21,50
6/7/2013,21,69,38,18,14,61,40,55,42,87,66,65,83,46,84,28,44,68,31,50,49,68,35,64,74,38,18,67,69,35,38,41,78,23,49,65,34,81,29,26,26,39,61,24,69,51,20,60,29,57
6/8/2013,20,52,36,20,22,66,62,67,53,82,68,71,83,60,101,17,44,96,51,65,30,75,32,65,77,39,25,88,67,43,59,46,58,34,67,65,31,90,49,24,29,31,60,35,78,59,20,48,30,67
6/9/2013,38,65,42,17,19,69,68,80,60,91,67,83,94,64,85,18,42,100,43,64,48,89,34,78,101,58,21,85,74,43,72,41,86,29,66,79,30,97,49,28,31,35,58,28,84,68,25,61,33,63
6/10/2013,20,48,27,16,16,43,53,46,43,64,39,50,60,41,81,16,24,66,21,37,26,51,26,57,61,29,22,70,61,27,45,25,63,17,48,65,23,61,34,25,17,25,42,18,59,40,11,27,25,46
6/11/2013,18,49,38,20,14,52,47,55,42,70,66,70,62,51,62,19,25,67,36,36,35,69,26,61,78,36,17,75,60,20,59,51,54,22,58,53,24,68,33,21,22,23,40,26,69,48,19,42,21,58
6/12/2013,22,56,30,14,14,52,49,76,46,44,60,55,69,51,75,21,21,58,37,41,32,66,25,44,67,40,16,71,56,31,45,34,70,30,66,73,36,90,41,24,25,42,39,21,61,64,16,31,13,71
6/13/2013,21,57,26,22,8,64,41,74,45,61,54,58,73,43,65,28,32,59,43,31,37,61,31,66,75,39,19,81,67,40,50,43,59,21,63,56,24,70,25,29,14,31,50,24,71,56,18,40,33,77
6/14/2013,22,58,25,14,18,46,60,79,62,60,52,63,82,58,95,29,31,78,38,55,41,70,28,74,79,46,21,112,65,34,49,44,70,23,71,66,33,81,42,27,22,27,44,34,82,47,25,46,27,56
6/15/2013,26,52,42,29,19,59,61,94,65,85,57,53,93,51,87,28,36,102,42,43,49,80,33,75,69,41,23,80,85,38,73,44,64,17,52,59,31,76,50,28,19,28,47,29,90,62,23,53,26,79
6/16/2013,23,52,46,21,19,62,58,82,62,76,63,82,105,65,98,37,32,95,47,42,35,84,26,79,69,52,23,115,76,52,78,55,73,36,63,81,27,76,35,40,22,41,61,29,80,74,21,62,34,72
6/17/2013,13,55,33,14,11,49,34,59,36,59,45,46,45,34,72,20,25,50,20,25,30,52,21,51,50,43,13,49,50,20,33,28,38,19,30,58,24,69,37,18,25,27,33,19,60,37,10,35,24,42
6/18/2013,21,45,27,17,14,52,53,56,45,57,66,75,67,47,67,23,29,75,36,35,29,72,21,50,85,41,15,65,62,35,52,34,59,20,63,62,25,66,31,26,19,26,35,12,66,57,15,40,26,60
6/19/2013,18,48,30,16,15,43,52,70,42,71,60,66,84,51,56,31,15,78,30,42,36,67,27,56,67,48,10,80,54,41,53,36,60,21,57,41,25,75,43,34,14,36,49,29,73,48,25,41,16,63
6/20/2013,24,44,35,16,16,52,47,62,46,72,59,57,73,42,67,17,25,78,31,44,43,57,31,54,83,42,14,86,54,38,43,36,70,23,56,73,21,71,32,27,31,31,50,22,59,47,21,50,41,66
6/21/2013,19,47,39,20,16,54,58,79,55,70,69,76,89,61,78,26,45,65,37,44,37,78,32,65,82,57,27,68,57,37,52,37,65,27,61,69,23,98,46,28,16,23,47,29,94,63,15,48,24,75
6/22/2013,23,60,23,24,13,58,58,87,65,74,85,65,80,70,97,29,30,90,26,48,46,86,20,73,78,42,24,78,67,37,59,44,81,24,59,69,36,69,52,28,31,37,64,23,105,59,20,59,38,88
6/23/2013,24,55,33,25,17,58,79,71,49,83,92,84,94,50,92,21,37,100,46,53,41,89,29,67,83,60,32,97,77,46,65,59,73,22,88,84,34,86,44,34,23,41,60,49,90,58,17,63,38,68
6/24/2013,17,60,27,22,13,57,33,59,33,60,56,50,62,35,76,19,30,64,32,36,33,53,14,43,63,30,18,63,54,26,45,31,53,19,49,70,28,70,20,22,14,24,34,19,55,41,12,43,28,46
6/25/2013,21,50,37,23,17,50,44,57,50,58,55,57,67,53,66,20,30,71,27,45,32,69,34,52,59,33,15,75,62,28,56,38,60,22,43,55,24,53,33,20,23,25,36,37,66,46,21,37,27,59
6/26/2013,21,69,29,13,15,48,40,65,46,49,67,43,64,47,87,20,29,73,45,37,33,63,23,52,64,33,12,79,50,38,57,31,60,20,47,59,17,85,35,27,11,30,49,29,74,61,14,43,25,59
6/27/2013,26,64,36,26,24,40,52,61,44,61,72,63,69,56,87,27,44,81,24,38,41,89,22,58,55,45,30,92,53,35,45,40,57,23,65,65,20,72,40,24,18,40,46,22,80,56,21,42,24,51
6/28/2013,17,71,33,17,19,49,62,63,45,71,70,63,86,54,86,29,39,76,33,35,37,74,31,63,70,42,22,90,47,40,50,52,62,26,63,66,22,94,40,30,22,28,43,30,72,32,17,52,16,75
6/29/2013,20,56,39,24,19,49,56,65,40,68,71,72,85,59,95,30,38,63,36,53,39,74,30,68,69,50,21,82,69,35,61,43,66,19,81,93,39,93,47,29,18,38,48,33,63,59,17,34,44,69
6/30/2013,24,61,41,20,30,53,65,77,49,74,78,70,99,61,105,20,31,96,41,52,37,83,26,68,78,64,23,79,76,47,68,39,75,27,58,77,31,79,51,26,24,40,52,37,91,79,20,58,39,76
7/1/2013,23,46,32,9,13,54,40,55,44,51,51,55,61,51,62,14,30,74,32,32,27,57,20,47,68,26,11,59,49,34,46,27,57,17,48,66,17,51,32,16,18,29,41,22,63,37,18,36,21,34
7/2/2013,17,48,33,13,9,50,53,74,45,54,68,61,74,55,92,18,28,81,38,39,53,65,30,49,74,43,23,88,56,33,64,43,60,30,61,71,29,75,33,22,15,31,45,20,69,47,17,56,35,67
7/3/2013,12,57,43,16,16,55,44,69,37,77,63,60,70,37,71,30,30,66,39,44,38,75,24,60,55,43,19,80,69,31,39,33,55,26,49,71,25,64,45,24,29,42,49,28,65,54,30,46,17,62
7/4/2013,24,50,37,21,19,37,58,67,50,84,76,65,92,47,87,28,42,87,42,42,38,80,26,58,64,44,25,77,55,34,56,36,74,26,65,79,24,86,46,30,24,35,70,26,83,49,19,49,23,76
7/5/2013,17,58,29,28,16,60,56,62,54,62,73,74,97,62,82,29,35,84,48,50,38,93,30,64,75,46,28,90,63,33,67,50,75,29,58,84,31,102,43,32,17,42,53,20,74,65,28,55,36,71
7/6/2013,16,73,27,28,17,63,58,90,55,85,72,91,90,60,84,25,46,97,42,45,46,106,33,96,87,39,18,94,83,38,60,56,87,31,50,81,43,84,47,40,19,41,61,34,91,54,25,46,32,63
7/7/2013,34,52,39,29,14,79,73,96,63,89,62,97,88,79,101,26,46,100,50,59,36,97,38,60,99,65,18,93,77,47,71,58,80,28,86,83,19,115,50,41,19,38,43,26,90,64,27,56,27,71
7/8/2013,20,47,27,14,16,52,49,61,42,62,50,65,75,45,69,20,22,62,37,37,30,75,26,53,74,33,14,56,71,28,54,49,57,17,46,67,24,75,35,26,19,29,47,26,66,45,21,48,19,43
7/9/2013,23,49,24,18,17,58,55,71,54,65,65,55,52,52,69,22,32,71,28,40,34,76,36,49,61,39,13,88,59,35,51,45,64,19,59,73,32,82,38,27,15,31,41,37,57,57,17,46,25,48
7/10/2013,14,56,36,14,18,58,52,59,36,66,57,64,73,70,75,17,34,88,34,49,32,65,23,54,65,32,19,79,54,38,54,35,65,17,59,69,22,66,32,29,18,33,52,30,72,45,22,40,33,64
7/11/2013,25,54,38,20,19,57,59,74,56,57,66,80,68,54,87,22,36,73,43,42,34,81,28,55,80,57,17,79,52,36,65,34,64,19,62,70,26,82,46,25,17,31,61,28,73,61,20,56,24,81
7/12/2013,29,46,47,25,16,54,66,80,55,69,63,86,78,62,105,19,28,73,43,43,35,79,28,69,73,48,19,93,64,44,60,52,71,25,81,85,39,72,56,38,21,28,65,37,82,51,26,51,31,44
7/13/2013,22,62,33,30,17,65,53,79,59,77,76,83,98,66,98,32,32,108,38,59,41,95,40,65,81,61,24,89,71,44,65,53,60,29,77,85,33,93,53,37,22,35,52,25,67,70,29,54,30,71
7/14/2013,29,82,45,24,15,73,63,105,75,83,78,79,90,68,100,26,47,102,50,54,42,75,26,97,91,60,25,95,69,38,70,55,74,19,71,77,34,108,44,37,23,47,67,43,102,67,22,57,32,67
7/15/2013,18,39,28,16,12,42,36,46,39,63,52,55,67,54,63,22,24,56,21,33,37,61,29,55,58,52,24,80,49,37,60,42,47,18,65,51,23,53,39,23,24,35,40,18,84,44,19,36,19,50
7/16/2013,12,57,41,21,17,51,71,70,41,77,70,52,68,54,74,21,30,75,37,39,40,69,22,51,64,44,25,84,60,39,53,47,49,19,60,73,36,86,37,25,17,39,39,29,91,56,19,50,34,67
7/17/2013,16,55,29,22,11,56,44,63,43,63,65,67,64,64,78,30,36,70,32,37,34,65,27,57,78,44,23,78,63,33,50,45,66,29,56,85,19,83,36,20,21,25,37,20,65,53,18,44,27,73
7/18/2013,21,58,37,21,26,48,64,61,38,66,75,61,84,47,87,29,30,73,39,45,35,81,32,75,75,43,19,82,64,31,51,43,72,28,56,67,29,74,37,26,26,29,51,29,101,58,19,64,28,60
7/19/2013,25,57,29,24,17,47,58,79,43,67,70,78,96,45,91,42,27,92,40,41,49,80,19,78,67,55,22,89,67,46,54,45,79,22,49,88,22,99,49,22,27,40,53,31,106,71,27,61,35,73
7/20/2013,25,78,43,28,20,67,55,78,52,73,77,80,81,73,90,36,36,104,51,50,40,89,33,66,97,57,28,79,75,43,68,51,71,36,65,90,35,82,46,29,27,37,46,31,89,89,21,49,34,61
7/21/2013,26,62,45,19,19,66,64,74,52,79,85,67,105,69,107,24,37,91,45,71,41,96,21,71,92,55,27,103,84,39,75,49,87,35,76,87,27,84,52,34,28,44,44,22,93,63,28,61,24,85
7/22/2013,18,45,22,14,17,47,45,70,35,49,48,46,59,47,66,27,35,73,30,33,21,65,21,53,60,51,9,84,52,34,32,32,56,18,53,51,24,59,21,25,17,24,51,18,66,38,26,45,23,43
7/23/2013,17,51,45,19,17,57,43,63,35,44,66,72,88,50,82,18,32,84,30,42,35,76,32,68,71,40,17,75,70,42,44,44,55,27,70,58,27,65,47,19,12,30,44,30,78,54,20,55,16,49
7/24/2013,21,47,43,27,22,49,55,72,54,62,60,59,76,51,81,21,32,86,36,38,27,88,23,80,59,35,16,94,58,36,59,32,54,17,54,78,26,70,31,30,16,31,33,30,74,44,19,35,33,54
7/25/2013,21,57,34,18,20,51,64,61,56,55,62,62,74,71,78,25,32,78,49,54,29,83,33,75,92,45,21,88,67,38,61,46,67,26,57,65,32,85,33,28,26,41,46,35,82,50,11,50,34,64
7/26/2013,31,68,42,21,18,68,51,78,50,76,58,91,81,53,81,30,45,85,54,42,47,60,31,71,74,51,19,74,69,37,65,36,76,34,61,74,29,70,43,33,30,33,55,33,85,73,30,46,27,70
7/27/2013,19,67,31,17,19,69,54,71,76,77,80,75,79,73,80,25,39,83,40,53,44,88,31,88,90,61,30,102,80,41,58,63,79,24,85,95,28,73,47,30,34,42,68,30,85,57,26,62,28,72
7/28/2013,25,74,50,27,18,80,69,71,64,66,86,74,108,78,112,29,35,79,64,53,52,94,29,92,91,70,29,87,62,46,62,48,104,27,74,86,35,109,44,28,21,42,45,29,104,75,10,52,38,62
7/29/2013,8,40,21,9,14,37,37,68,45,53,46,66,61,45,67,23,32,58,30,29,23,67,31,49,77,45,16,50,49,25,45,30,46,18,48,52,19,63,32,18,21,30,49,12,71,44,16,42,22,66
7/30/2013,26,60,38,21,17,62,53,64,44,69,68,73,73,52,81,17,30,86,36,41,43,63,15,61,91,47,38,71,68,36,48,50,51,25,54,73,30,72,38,22,20,29,50,30,82,53,20,38,26,52
7/31/2013,27,48,37,13,13,43,67,70,55,63,58,62,86,55,71,20,30,72,49,48,36,71,29,54,72,41,18,63,63,25,52,50,68,29,52,65,23,66,50,27,18,30,49,23,84,56,20,46,29,56
8/1/2013,21,53,28,11,9,60,54,69,49,59,57,76,59,49,67,28,30,58,22,42,34,65,24,51,83,48,17,64,56,39,64,48,62,18,52,60,36,75,34,28,24,35,48,33,81,42,10,34,24,70
8/2/2013,19,53,35,18,17,50,69,74,35,73,59,66,72,53,75,17,32,90,40,48,40,75,34,71,68,46,19,79,52,28,60,32,63,22,51,56,28,87,42,31,18,25,63,26,71,50,18,30,24,66
8/3/2013,24,62,36,17,17,48,62,69,53,65,57,73,67,60,76,29,32,96,38,42,49,76,23,67,84,50,12,90,88,30,55,39,61,24,57,80,29,65,49,31,29,27,50,26,69,45,34,45,28,62
8/4/2013,26,55,24,27,15,46,60,69,55,72,70,84,82,74,84,29,35,88,47,42,43,94,26,62,87,44,17,99,76,49,66,35,79,27,66,86,33,76,47,40,19,38,38,35,87,55,25,53,31,68
8/5/2013,17,47,18,14,6,36,38,49,39,51,56,45,48,36,56,20,27,56,31,39,25,66,15,37,42,33,16,56,58,24,50,30,55,20,40,46,23,47,27,19,21,21,36,21,58,50,11,41,21,50
8/6/2013,10,60,42,20,16,55,48,46,39,66,58,55,69,55,74,18,29,79,26,35,23,57,25,43,60,36,16,71,56,40,35,38,62,19,56,63,22,70,33,22,22,28,45,20,73,45,22,35,24,68
8/7/2013,25,41,27,18,12,48,46,57,34,51,49,49,75,46,66,27,21,55,27,43,29,67,23,43,61,31,17,70,57,39,45,36,56,24,47,75,17,69,34,17,22,21,42,15,64,45,18,31,29,59
8/8/2013,20,54,35,18,12,41,51,63,31,70,56,65,63,38,73,9,26,67,31,53,33,74,28,47,68,44,21,73,59,35,42,49,54,16,57,63,23,67,37,26,16,39,49,28,72,44,16,41,24,49
8/9/2013,19,69,39,18,12,62,56,78,40,55,57,58,70,57,58,23,25,76,45,37,31,58,23,62,83,43,18,82,64,35,75,34,63,35,69,71,24,89,36,28,15,46,47,28,68,58,22,46,26,59
8/10/2013,22,53,43,34,17,52,43,62,52,71,78,66,71,54,85,29,43,83,48,48,42,81,30,58,89,47,27,106,44,39,42,38,69,23,65,71,23,75,40,26,21,33,43,28,79,59,17,40,36,66
8/11/2013,25,64,30,18,17,71,59,80,52,76,80,84,83,61,98,22,42,91,37,55,31,75,42,72,77,44,25,82,76,38,61,39,66,18,65,66,37,83,50,26,16,31,47,31,79,49,17,51,29,65
8/12/2013,10,36,21,14,8,37,39,51,38,54,59,47,53,38,74,21,23,63,30,25,37,57,18,45,62,36,19,48,50,31,39,29,53,11,38,58,21,57,25,14,13,25,32,13,44,49,18,38,19,53
8/13/2013,11,42,34,19,16,56,52,66,42,55,52,54,72,56,46,22,28,77,36,29,33,60,18,53,68,33,20,69,46,36,43,43,53,15,58,59,26,68,46,27,8,28,57,20,63,39,15,42,20,50
8/14/2013,19,40,28,18,22,63,47,60,53,52,48,65,61,27,63,21,29,59,33,45,35,52,22,65,62,41,14,60,51,34,41,32,59,17,53,77,30,77,38,30,14,35,39,24,62,38,17,36,26,46
8/15/2013,22,45,36,21,23,52,52,46,44,51,45,57,76,54,74,28,27,63,38,39,35,76,27,54,82,50,27,67,69,33,47,25,61,22,64,66,18,80,42,27,16,26,49,29,74,56,16,38,24,57
8/16/2013,15,47,37,16,29,63,46,84,52,61,58,62,87,70,91,35,41,86,39,38,40,65,25,62,82,46,23,78,57,25,55,36,59,14,57,72,25,75,41,26,22,29,53,19,67,53,20,53,21,61
8/17/2013,29,60,29,25,16,61,63,72,56,68,77,74,90,52,99,33,34,81,35,57,31,78,23,70,61,42,23,82,84,39,59,49,91,26,64,80,33,85,49,26,22,29,52,25,75,51,23,55,27,72
8/18/2013,27,60,34,15,22,57,54,71,38,72,73,81,86,51,91,34,22,85,44,39,48,83,31,79,73,43,21,93,75,38,60,48,61,27,67,64,26,76,49,36,17,36,56,27,65,52,22,46,27,73
8/19/2013,11,39,36,23,16,37,38,39,28,52,53,43,56,42,61,21,25,54,26,31,28,63,15,30,60,31,18,53,48,24,38,15,45,11,46,50,24,60,32,18,13,23,39,18,61,41,20,39,22,46
8/20/2013,15,48,31,16,16,50,47,66,47,56,75,63,73,51,67,14,24,82,29,29,26,69,19,49,60,34,16,65,39,32,30,25,63,20,52,62,30,62,35,23,17,24,42,28,64,50,15,51,31,51
8/21/2013,20,52,22,13,13,44,55,64,39,59,56,55,54,48,70,23,23,71,27,41,34,64,18,54,67,35,18,85,50,22,38,41,54,11,61,57,33,64,36,18,19,30,29,26,58,47,21,44,24,54
8/22/2013,20,44,30,19,17,60,45,58,48,51,74,56,73,36,86,23,36,80,29,31,36,75,26,68,60,37,12,79,62,31,50,38,42,27,57,65,19,83,27,32,22,36,46,32,58,44,27,60,28,58
8/23/2013,19,44,38,20,24,50,53,61,63,66,59,53,77,54,80,17,32,71,34,41,25,64,29,63,71,41,26,61,69,42,51,40,68,20,71,71,28,67,48,26,26,30,37,27,84,59,22,52,25,55
8/24/2013,19,64,46,27,13,47,59,67,55,68,70,69,73,51,89,28,31,83,33,44,44,74,34,64,77,56,20,91,68,51,51,33,68,27,58,67,24,78,42,39,22,37,46,32,68,61,19,42,30,49
8/25/2013,23,54,34,13,25,46,56,85,50,62,58,69,82,68,79,30,51,97,37,48,38,108,25,68,75,42,17,83,72,34,61,45,65,32,60,82,34,71,44,24,21,36,57,22,87,63,31,44,27,66
8/26/2013,11,37,22,16,17,43,48,40,39,48,41,47,51,33,58,17,16,50,21,39,32,59,24,43,51,33,21,64,51,14,35,38,54,18,54,51,19,56,27,22,11,23,21,18,56,43,19,36,28,44
8/27/2013,16,55,29,22,11,32,46,55,37,70,49,60,65,36,69,14,23,69,42,33,37,63,26,58,72,38,14,67,60,29,46,29,62,24,56,63,18,58,39,33,20,28,30,27,56,34,23,28,30,52
8/28/2013,20,49,28,21,10,50,37,65,41,73,71,59,58,31,73,18,14,67,29,44,24,69,25,43,55,32,9,58,66,19,63,41,43,16,48,57,19,57,35,25,19,26,25,21,80,48,18,47,20,52
8/29/2013,14,48,26,14,13,46,50,65,41,63,54,59,64,59,79,19,30,59,39,41,31,71,22,51,61,43,16,72,58,40,70,36,54,19,54,54,16,67,45,33,24,23,31,26,68,62,20,45,26,54
8/30/2013,20,56,44,17,20,57,46,63,36,45,73,72,80,53,76,18,27,67,34,45,35,73,24,68,79,36,18,85,66,23,59,38,73,26,49,78,22,73,46,20,22,27,45,21,74,36,23,43,19,60
8/31/2013,25,60,34,18,27,53,43,81,42,59,80,65,83,57,89,22,32,68,51,44,43,80,22,62,55,47,18,88,73,38,57,49,90,27,55,88,30,60,37,27,16,37,48,37,73,55,23,49,32,70
9/1/2013,25,42,42,22,14,62,70,70,48,61,59,76,86,50,87,28,26,71,36,47,49,78,23,58,75,40,18,80,59,42,49,38,76,21,65,85,23,83,41,28,25,33,51,33,78,58,21,48,16,51
9/2/2013,10,38,28,15,13,28,47,46,33,52,50,52,59,31,46,16,12,50,21,41,26,53,15,49,47,27,12,56,43,34,32,26,40,18,44,42,21,61,23,21,21,15,25,19,62,32,9,30,24,40
9/3/2013,16,45,29,15,18,36,30,58,34,40,43,51,60,38,68,15,23,66,28,39,30,57,25,59,68,25,22,72,50,33,49,29,52,17,50,65,21,58,29,24,21,25,38,20,71,37,11,36,25,37
9/4/2013,10,42,21,12,6,37,39,44,28,42,47,55,59,57,74,21,22,70,34,29,29,59,19,61,57,34,14,68,57,29,53,33,49,17,37,49,25,77,25,27,17,28,38,25,57,39,16,31,18,45
9/5/2013,16,45,30,25,15,47,45,51,42,69,59,45,67,38,75,19,39,56,35,41,29,75,24,62,62,33,29,70,62,36,54,37,52,14,42,68,15,65,33,28,11,29,45,24,54,56,23,40,19,46
9/6/2013,20,43,31,18,8,60,48,52,39,66,61,34,72,41,64,16,41,89,29,42,40,60,24,44,75,33,16,71,70,48,43,39,53,22,50,52,28,74,33,18,18,40,37,28,58,49,10,32,24,65
9/7/2013,20,60,37,25,12,63,48,79,54,59,69,67,66,53,58,30,30,80,28,37,30,67,39,77,84,46,10,78,56,33,44,33,66,22,66,75,30,86,38,25,23,38,61,32,74,57,10,47,20,51
9/8/2013,19,44,40,28,14,61,56,78,55,86,66,52,99,62,95,21,30,92,32,52,46,75,35,61,85,36,27,81,65,40,58,35,63,24,55,69,21,60,35,27,15,42,48,23,81,59,32,49,28,57
9/9/2013,15,36,18,4,14,28,42,43,17,42,45,49,50,34,59,20,18,48,28,28,17,46,24,29,58,35,9,57,36,32,38,27,42,22,45,45,22,55,21,20,15,20,35,21,48,33,12,34,21,44
9/10/2013,17,40,34,22,17,41,39,60,37,47,50,52,49,44,63,20,21,71,19,37,30,60,18,38,49,38,26,61,61,28,38,37,39,19,47,59,20,59,36,17,11,35,34,14,67,40,16,44,17,52
9/11/2013,26,47,27,22,12,43,48,70,40,60,44,57,51,41,67,23,21,60,25,32,31,45,32,44,53,35,14,66,40,30,46,36,57,21,43,48,22,55,37,18,20,27,40,20,50,50,16,28,18,47
